Sample5;;Sample5;;Sample5;;Sample5;
Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs
;;;;;;;
;;;;;;;
493.99301;-0.00916;493.99301;-0.01196;493.99301;-0.01143;493.99301;-0.01124
492.93213;-0.00952;492.93213;-0.01202;492.93213;-0.01154;492.93213;-0.01138
492.02261;-0.00969;492.02261;-0.01197;492.02261;-0.01149;492.02261;-0.0111
490.96127;-0.00977;490.96127;-0.01181;490.96127;-0.01148;490.96127;-0.01104
490.05139;-0.00989;490.05139;-0.01178;490.05139;-0.01161;490.05139;-0.01098
488.98962;-0.01008;488.98962;-0.01178;488.98962;-0.01153;488.98962;-0.01099
487.92764;-0.01048;487.92764;-0.01174;487.92764;-0.01155;487.92764;-0.01109
487.01718;-0.01026;487.01718;-0.01154;487.01718;-0.01156;487.01718;-0.01085
485.95477;-0.01043;485.95477;-0.01158;485.95477;-0.01139;485.95477;-0.01072
485.04395;-0.01075;485.04395;-0.0118;485.04395;-0.01153;485.04395;-0.01083
483.98108;-0.01075;483.98108;-0.01144;483.98108;-0.01152;483.98108;-0.0107
483.06992;-0.01067;483.06992;-0.01122;483.06992;-0.01116;483.06992;-0.01038
482.00662;-0.01059;482.00662;-0.01115;482.00662;-0.01104;482.00662;-0.01037
480.94315;-0.01077;480.94315;-0.01109;480.94315;-0.01111;480.94315;-0.01029
480.0314;-0.0109;480.0314;-0.01121;480.0314;-0.01105;480.0314;-0.01032
478.96747;-0.01069;478.96747;-0.01077;478.96747;-0.01087;478.96747;-0.01024
478.05536;-0.01062;478.05536;-0.01065;478.05536;-0.01064;478.05536;-0.01001
476.99103;-0.01058;476.99103;-0.01071;476.99103;-0.01064;476.99103;-0.00992
475.92648;-0.01036;475.92648;-0.01043;475.92648;-0.01047;475.92648;-0.00975
475.01382;-0.01005;475.01382;-0.01034;475.01382;-0.01023;475.01382;-0.00939
473.94882;-0.01005;473.94882;-0.01013;473.94882;-0.01021;473.94882;-0.00929
473.03583;-0.00953;473.03583;-0.0097;473.03583;-0.00989;473.03583;-0.00896
471.97043;-0.00952;471.97043;-0.00952;471.97043;-0.00982;471.97043;-0.00888
471.05704;-0.00921;471.05704;-0.00906;471.05704;-0.0092;471.05704;-0.00855
469.99124;-0.00899;469.99124;-0.0088;469.99124;-0.00891;469.99124;-0.0083
468.9252;-0.00851;468.9252;-0.00859;468.9252;-0.00863;468.9252;-0.00789
468.01129;-0.00826;468.01129;-0.00822;468.01129;-0.00843;468.01129;-0.00768
466.94485;-0.00798;466.94485;-0.00816;466.94485;-0.0082;466.94485;-0.00736
466.03058;-0.00756;466.03058;-0.00759;466.03058;-0.00764;466.03058;-0.00707
464.96375;-0.00724;464.96375;-0.00721;464.96375;-0.00743;464.96375;-0.00663
464.04913;-0.0068;464.04913;-0.00678;464.04913;-0.00705;464.04913;-0.00639
462.98187;-0.00645;462.98187;-0.00637;462.98187;-0.00678;462.98187;-0.00605
462.06689;-0.00616;462.06689;-0.00603;462.06689;-0.00629;462.06689;-0.00579
460.99924;-0.00586;460.99924;-0.00589;460.99924;-0.00598;460.99924;-0.00549
459.93137;-0.00546;459.93137;-0.00541;459.93137;-0.00573;459.93137;-0.00517
459.01587;-0.00512;459.01587;-0.00491;459.01587;-0.00539;459.01587;-0.00477
457.94757;-0.00477;457.94757;-0.00471;457.94757;-0.00512;457.94757;-0.00439
457.03174;-0.00441;457.03174;-0.00427;457.03174;-0.00464;457.03174;-0.00418
455.96304;-0.00406;455.96304;-0.00387;455.96304;-0.00417;455.96304;-0.00383
455.04684;-0.00399;455.04684;-0.00362;455.04684;-0.004;455.04684;-0.00369
453.97778;-0.00351;453.97778;-0.00312;453.97778;-0.00363;453.97778;-0.00319
453.06125;-0.00344;453.06125;-0.00291;453.06125;-0.00349;453.06125;-0.00309
451.99176;-0.00283;451.99176;-0.00263;451.99176;-0.00316;451.99176;-0.00269
451.07489;-0.00255;451.07489;-0.00199;451.07489;-0.00273;451.07489;-0.00221
450.005;-0.00202;450.005;-0.00174;450.005;-0.00221;450.005;-0.00184
448.93491;-0.00187;448.93491;-0.00142;448.93491;-0.00196;448.93491;-0.00154
448.01752;-0.00149;448.01752;-0.00108;448.01752;-0.00162;448.01752;-0.00134
446.94705;-0.00105;446.94705;-5.67E-04;446.94705;-0.00136;446.94705;-8.71E-04
446.0293;-8.02E-04;446.0293;-1.28E-04;446.0293;-9.39E-04;446.0293;-6.17E-04
444.95844;-1.69E-04;444.95844;3.03E-04;444.95844;-4.00E-04;444.95844;-2.43E-04
444.04037;1.42E-04;444.04037;5.97E-04;444.04037;-1.42E-04;444.04037;2.14E-04
442.96912;5.52E-04;442.96912;0.0011;442.96912;3.68E-04;442.96912;6.73E-04
442.05072;0.00104;442.05072;0.00161;442.05072;6.52E-04;442.05072;8.80E-04
440.97906;0.00156;440.97906;0.00198;440.97906;0.00101;440.97906;0.00145
440.06033;0.00209;440.06033;0.00236;440.06033;0.00147;440.06033;0.00182
438.98828;0.00268;438.98828;0.00272;438.98828;0.00194;438.98828;0.00228
438.06921;0.00319;438.06921;0.00332;438.06921;0.00243;438.06921;0.00269
436.9968;0.00368;436.9968;0.00401;436.9968;0.00313;436.9968;0.00324
435.92416;0.00442;435.92416;0.00447;435.92416;0.00355;435.92416;0.00359
435.00461;0.00503;435.00461;0.00492;435.00461;0.00421;435.00461;0.00428
433.93158;0.00581;433.93158;0.00571;433.93158;0.00481;433.93158;0.00496
433.01169;0.00632;433.01169;0.00615;433.01169;0.00526;433.01169;0.00542
431.93829;0.00723;431.93829;0.00683;431.93829;0.00608;431.93829;0.00613
431.0181;0.00768;431.0181;0.0073;431.0181;0.00657;431.0181;0.00664
429.94431;0.00866;429.94431;0.00826;429.94431;0.0074;429.94431;0.00748
429.02377;0.00919;429.02377;0.00875;429.02377;0.00791;429.02377;0.00809
427.94962;0.01006;427.94962;0.00942;427.94962;0.00863;427.94962;0.00866
427.02875;0.01046;427.02875;0.00991;427.02875;0.00916;427.02875;0.00927
425.95422;0.01136;425.95422;0.01054;425.95422;0.00979;425.95422;0.00977
425.03305;0.01196;425.03305;0.0113;425.03305;0.01053;425.03305;0.01054
423.95816;0.01284;423.95816;0.01195;423.95816;0.01113;423.95816;0.01113
423.03665;0.01329;423.03665;0.01226;423.03665;0.0116;423.03665;0.01154
421.96136;0.01398;421.96136;0.01302;421.96136;0.01216;421.96136;0.01218
421.03955;0.0145;421.03955;0.01329;421.03955;0.01259;421.03955;0.01249
419.9639;0.01548;419.9639;0.01438;419.9639;0.01336;419.9639;0.01331
419.04178;0.01583;419.04178;0.01477;419.04178;0.01384;419.04178;0.0138
417.96576;0.01651;417.96576;0.01545;417.96576;0.01441;417.96576;0.01436
417.0433;0.01701;417.0433;0.01559;417.0433;0.01456;417.0433;0.01473
415.96695;0.01759;415.96695;0.01628;415.96695;0.01532;415.96695;0.0152
415.04419;0.01807;415.04419;0.01689;415.04419;0.01597;415.04419;0.01575
413.96744;0.01842;413.96744;0.01745;413.96744;0.01629;413.96744;0.01606
413.04437;0.01897;413.04437;0.01795;413.04437;0.01669;413.04437;0.01659
411.96725;0.01931;411.96725;0.01807;411.96725;0.01703;411.96725;0.01673
411.04388;0.01987;411.04388;0.01862;411.04388;0.01745;411.04388;0.01708
409.9664;0.02035;409.9664;0.01901;409.9664;0.0179;409.9664;0.0176
409.04272;0.02086;409.04272;0.01958;409.04272;0.01842;409.04272;0.01805
407.96487;0.02147;407.96487;0.02012;407.96487;0.01892;407.96487;0.01844
407.04089;0.02162;407.04089;0.02026;407.04089;0.01909;407.04089;0.01855
405.96271;0.02196;405.96271;0.02053;405.96271;0.01953;405.96271;0.01901
405.03839;0.02256;405.03839;0.021;405.03839;0.02002;405.03839;0.01926
403.95987;0.02282;403.95987;0.02139;403.95987;0.02018;403.95987;0.01958
403.03525;0.02306;403.03525;0.02142;403.03525;0.02044;403.03525;0.01988
401.95636;0.02346;401.95636;0.02181;401.95636;0.02076;401.95636;0.01996
401.03143;0.02355;401.03143;0.02195;401.03143;0.02081;401.03143;0.02014
399.95221;0.02374;399.95221;0.02211;399.95221;0.02108;399.95221;0.02039
399.02698;0.02393;399.02698;0.02233;399.02698;0.0212;399.02698;0.02047
397.94739;0.02405;397.94739;0.02252;397.94739;0.02138;397.94739;0.02065
397.02188;0.02415;397.02188;0.02252;397.02188;0.02144;397.02188;0.02051
395.94193;0.02422;395.94193;0.02275;395.94193;0.0215;395.94193;0.02072
395.01611;0.02427;395.01611;0.0227;395.01611;0.02149;395.01611;0.02067
393.93582;0.02414;393.93582;0.0227;393.93582;0.02145;393.93582;0.02068
393.0097;0.02444;393.0097;0.02282;393.0097;0.02167;393.0097;0.02075
391.92908;0.02418;391.92908;0.02246;391.92908;0.02136;391.92908;0.02053
391.00269;0.02432;391.00269;0.02274;391.00269;0.02148;391.00269;0.02051
390.07614;0.02423;390.07614;0.02253;390.07614;0.0215;390.07614;0.02048
388.995;0.02415;388.995;0.0223;388.995;0.02128;388.995;0.02045
388.06818;0.02373;388.06818;0.02217;388.06818;0.02101;388.06818;0.01999
386.98669;0.02373;386.98669;0.02184;386.98669;0.02085;386.98669;0.01988
386.05957;0.02346;386.05957;0.0218;386.05957;0.02074;386.05957;0.01957
384.97775;0.02362;384.97775;0.02194;384.97775;0.02096;384.97775;0.01985
384.05032;0.0231;384.05032;0.02128;384.05032;0.02014;384.05032;0.01932
382.96817;0.02289;382.96817;0.02114;382.96817;0.02011;382.96817;0.01907
382.04047;0.02258;382.04047;0.02084;382.04047;0.01968;382.04047;0.01905
380.95798;0.02234;380.95798;0.02063;380.95798;0.0194;380.95798;0.01866
380.03;0.02205;380.03;0.02024;380.03;0.01922;380.03;0.0185
378.94717;0.02165;378.94717;0.01998;378.94717;0.01908;378.94717;0.01811
378.01889;0.02136;378.01889;0.01976;378.01889;0.01884;378.01889;0.01794
376.93573;0.02116;376.93573;0.01927;376.93573;0.01871;376.93573;0.01782
376.00717;0.02074;376.00717;0.01914;376.00717;0.0184;376.00717;0.01744
374.92368;0.02031;374.92368;0.01874;374.92368;0.01785;374.92368;0.01712
373.99484;0.02015;373.99484;0.01886;373.99484;0.01775;373.99484;0.01675
373.06586;0.01988;373.06586;0.01842;373.06586;0.01755;373.06586;0.01666
371.9819;0.0193;371.9819;0.01795;371.9819;0.01699;371.9819;0.01605
371.05264;0.0191;371.05264;0.01772;371.05264;0.01687;371.05264;0.01599
369.96835;0.01842;369.96835;0.01728;369.96835;0.01678;369.96835;0.01547
369.03882;0.01768;369.03882;0.01694;369.03882;0.01595;369.03882;0.01508
367.95422;0.01782;367.95422;0.01652;367.95422;0.01558;367.95422;0.01443
367.02441;0.01714;367.02441;0.01606;367.02441;0.01528;367.02441;0.0147
365.93945;0.01667;365.93945;0.0157;365.93945;0.01477;365.93945;0.01392
365.00937;0.01649;365.00937;0.01574;365.00937;0.01471;365.00937;0.0137
363.92413;0.01606;363.92413;0.01473;363.92413;0.0139;363.92413;0.01312
362.99377;0.01562;362.99377;0.01449;362.99377;0.01405;362.99377;0.0128
362.06326;0.01502;362.06326;0.01433;362.06326;0.01338;362.06326;0.01268
360.97754;0.01481;360.97754;0.01429;360.97754;0.01329;360.97754;0.01229
360.04678;0.0145;360.04678;0.01391;360.04678;0.01284;360.04678;0.01212
358.96075;0.01403;358.96075;0.01357;358.96075;0.01269;358.96075;0.01144
358.02972;0.01362;358.02972;0.01319;358.02972;0.01209;358.02972;0.01111
356.94336;0.01344;356.94336;0.01311;356.94336;0.01227;356.94336;0.01099
356.01209;0.01332;356.01209;0.01323;356.01209;0.01229;356.01209;0.01103
354.92541;0.0125;354.92541;0.01261;354.92541;0.01159;354.92541;0.01027
353.99384;0.01245;353.99384;0.01236;353.99384;0.01142;353.99384;0.00994
353.06216;0.01246;353.06216;0.01195;353.06216;0.0114;353.06216;0.00999
351.97504;0.0121;351.97504;0.01198;351.97504;0.01141;351.97504;0.00957
351.04309;0.01172;351.04309;0.01134;351.04309;0.01092;351.04309;0.00922
349.95566;0.01154;349.95566;0.01143;349.95566;0.01093;349.95566;0.00907
349.02344;0.01137;349.02344;0.01129;349.02344;0.01103;349.02344;0.00902
347.9357;0.01105;347.9357;0.01106;347.9357;0.01079;347.9357;0.00893
347.00323;0.01103;347.00323;0.01073;347.00323;0.01037;347.00323;0.00865
346.07062;0.01071;346.07062;0.01055;346.07062;0.01029;346.07062;0.0083
344.98245;0.01091;344.98245;0.0106;344.98245;0.01062;344.98245;0.00853
344.04959;0.01087;344.04959;0.01036;344.04959;0.01014;344.04959;0.00849
342.96109;0.01101;342.96109;0.01038;342.96109;0.01055;342.96109;0.00851
342.02798;0.01126;342.02798;0.01054;342.02798;0.01032;342.02798;0.00866
340.93921;0.01182;340.93921;0.01099;340.93921;0.01105;340.93921;0.00909
340.00583;0.0122;340.00583;0.01129;340.00583;0.01141;340.00583;0.00926
339.07233;0.01306;339.07233;0.012;339.07233;0.01203;339.07233;0.01012
337.98312;0.01406;337.98312;0.01274;337.98312;0.01286;337.98312;0.01091
337.04938;0.01527;337.04938;0.0138;337.04938;0.01363;337.04938;0.01189
335.95984;0.01692;335.95984;0.01558;335.95984;0.01541;335.95984;0.01357
335.02585;0.01904;335.02585;0.01714;335.02585;0.0169;335.02585;0.01502
333.93604;0.02135;333.93604;0.01906;333.93604;0.01872;333.93604;0.01682
333.0018;0.02278;333.0018;0.02021;333.0018;0.02018;333.0018;0.01825
332.06741;0.02492;332.06741;0.02203;332.06741;0.02201;332.06741;0.02007
330.97717;0.0275;330.97717;0.02397;330.97717;0.02402;330.97717;0.02177
330.04257;0.02831;330.04257;0.0248;330.04257;0.02466;330.04257;0.02262
328.95203;0.02996;328.95203;0.02635;328.95203;0.02612;328.95203;0.02404
328.01718;0.03187;328.01718;0.02782;328.01718;0.02756;328.01718;0.02567
326.92636;0.03286;326.92636;0.02898;326.92636;0.02874;326.92636;0.0266
325.99124;0.03527;325.99124;0.03107;325.99124;0.03089;325.99124;0.02881
325.05603;0.03735;325.05603;0.03301;325.05603;0.03287;325.05603;0.03035
323.96478;0.04018;323.96478;0.03542;323.96478;0.03539;323.96478;0.03278
323.02933;0.0414;323.02933;0.03704;323.02933;0.03709;323.02933;0.03423
321.93781;0.04458;321.93781;0.03991;321.93781;0.03981;321.93781;0.03696
321.00211;0.04758;321.00211;0.04282;321.00211;0.04265;321.00211;0.03979
320.06628;0.05079;320.06628;0.04611;320.06628;0.04571;320.06628;0.04259
318.97433;0.05358;318.97433;0.04911;318.97433;0.04897;318.97433;0.04534
318.03827;0.05595;318.03827;0.05137;318.03827;0.05107;318.03827;0.04756
316.94608;0.05908;316.94608;0.05459;316.94608;0.0542;316.94608;0.05063
316.00977;0.06224;316.00977;0.05765;316.00977;0.05721;316.00977;0.05353
315.07336;0.06438;315.07336;0.06024;315.07336;0.0593;315.07336;0.05557
313.98074;0.06707;313.98074;0.06295;313.98074;0.06233;313.98074;0.05824
313.0441;0.06947;313.0441;0.06499;313.0441;0.06432;313.0441;0.06011
311.9512;0.07217;311.9512;0.06814;311.9512;0.06736;311.9512;0.06312
311.01434;0.07544;311.01434;0.07157;311.01434;0.0704;311.01434;0.06602
310.07733;0.07851;310.07733;0.07425;310.07733;0.07317;310.07733;0.06893
308.98404;0.0821;308.98404;0.07795;308.98404;0.07674;308.98404;0.07231
308.04681;0.08539;308.04681;0.0807;308.04681;0.07976;308.04681;0.07474
306.95328;0.08946;306.95328;0.08492;306.95328;0.0835;306.95328;0.07857
306.01581;0.09396;306.01581;0.08914;306.01581;0.08767;306.01581;0.0825
304.922;0.09899;304.922;0.09398;304.922;0.09234;304.922;0.08694
303.98431;0.10319;303.98431;0.09819;303.98431;0.09582;303.98431;0.09083
303.04651;0.10709;303.04651;0.10202;303.04651;0.09957;303.04651;0.09414
301.9523;0.11351;301.9523;0.10748;301.9523;0.10483;301.9523;0.09964
301.01428;0.12005;301.01428;0.11351;301.01428;0.11041;301.01428;0.10493
300.07614;0.1256;300.07614;0.11907;300.07614;0.1163;300.07614;0.11054
298.98154;0.13422;298.98154;0.12733;298.98154;0.12399;298.98154;0.11823
298.04321;0.14117;298.04321;0.13433;298.04321;0.13034;298.04321;0.1244
296.94833;0.15102;296.94833;0.14311;296.94833;0.13956;296.94833;0.13319
296.00977;0.16079;296.00977;0.15304;296.00977;0.14849;296.00977;0.1415
295.07111;0.1695;295.07111;0.16177;295.07111;0.15668;295.07111;0.14974
293.97583;0.17938;293.97583;0.17053;293.97583;0.1655;293.97583;0.15838
293.03696;0.18626;293.03696;0.17686;293.03696;0.17175;293.03696;0.16447
291.94144;0.19477;291.94144;0.18527;291.94144;0.17951;291.94144;0.17221
291.00232;0.20278;291.00232;0.19273;291.00232;0.18654;291.00232;0.17941
290.06311;0.20763;290.06311;0.19772;290.06311;0.19149;290.06311;0.18358
288.96722;0.21299;288.96722;0.20256;288.96722;0.19617;288.96722;0.18825
288.0278;0.21621;288.0278;0.20595;288.0278;0.19933;288.0278;0.19142
286.93167;0.22118;286.93167;0.21005;286.93167;0.20359;286.93167;0.19581
285.99203;0.22598;285.99203;0.21516;285.99203;0.20792;285.99203;0.19998
285.05228;0.23073;285.05228;0.21959;285.05228;0.21254;285.05228;0.20438
283.95578;0.2374;283.95578;0.22637;283.95578;0.21951;283.95578;0.21042
283.01581;0.24381;283.01581;0.23231;283.01581;0.225;283.01581;0.21627
282.07574;0.25307;282.07574;0.24095;282.07574;0.23307;282.07574;0.22373
280.97888;0.26456;280.97888;0.25122;280.97888;0.24314;280.97888;0.23368
280.0386;0.27312;280.0386;0.2596;280.0386;0.25172;280.0386;0.2416
278.9415;0.28371;278.9415;0.27045;278.9415;0.26242;278.9415;0.25161
278.00104;0.29162;278.00104;0.27849;278.00104;0.26946;278.00104;0.25885
277.06046;0.30105;277.06046;0.28803;277.06046;0.27875;277.06046;0.26775
275.96298;0.31347;275.96298;0.29951;275.96298;0.29029;275.96298;0.27877
275.02219;0.32424;275.02219;0.30935;275.02219;0.29972;275.02219;0.28778
273.9245;0.33893;273.9245;0.32309;273.9245;0.31339;273.9245;0.30101
272.98349;0.34833;272.98349;0.33348;272.98349;0.32245;272.98349;0.3096
272.04242;0.36137;272.04242;0.34539;272.04242;0.33492;272.04242;0.3216
270.94437;0.37464;270.94437;0.35799;270.94437;0.34682;270.94437;0.33313
270.00305;0.38168;270.00305;0.36512;270.00305;0.35366;270.00305;0.33941
269.06168;0.38613;269.06168;0.36942;269.06168;0.35781;269.06168;0.34371
267.96326;0.38781;267.96326;0.37093;267.96326;0.35929;267.96326;0.34545
267.02167;0.38552;267.02167;0.36897;267.02167;0.35735;267.02167;0.34362
265.92303;0.3802;265.92303;0.36366;265.92303;0.35232;265.92303;0.33891
264.98126;0.37275;264.98126;0.35684;264.98126;0.34543;264.98126;0.33228
264.03937;0.36387;264.03937;0.3485;264.03937;0.33772;264.03937;0.32484
262.9404;0.35268;262.9404;0.33802;262.9404;0.32758;262.9404;0.31511
261.99832;0.34277;261.99832;0.32795;261.99832;0.31824;261.99832;0.30602
261.05615;0.33151;261.05615;0.31758;261.05615;0.30806;261.05615;0.29645
259.95682;0.32157;259.95682;0.30753;259.95682;0.29864;259.95682;0.28751
259.01447;0.31516;259.01447;0.30168;259.01447;0.29288;259.01447;0.28182
258.07202;0.30732;258.07202;0.29418;258.07202;0.28558;258.07202;0.27474
256.97235;0.2963;256.97235;0.28354;256.97235;0.27537;256.97235;0.26509
256.02972;0.28734;256.02972;0.2748;256.02972;0.26701;256.02972;0.25702
254.92984;0.27708;254.92984;0.26477;254.92984;0.25763;254.92984;0.24783
253.987;0.26889;253.987;0.2572;253.987;0.25009;253.987;0.2409
253.04407;0.26089;253.04407;0.24958;253.04407;0.24261;253.04407;0.23399
251.94388;0.252;251.94388;0.24087;251.94388;0.23437;251.94388;0.22577
251.00075;0.24503;251.00075;0.23427;251.00075;0.22793;251.00075;0.21958
250.05754;0.2384;250.05754;0.2279;250.05754;0.2219;250.05754;0.21406
248.96324;0.23261;248.96324;0.22242;248.96324;0.21647;248.96324;0.20901
248.02548;0.2289;248.02548;0.21875;248.02548;0.21292;248.02548;0.20554
246.9313;0.22496;246.9313;0.21493;246.9313;0.20921;246.9313;0.20199
245.99335;0.22291;245.99335;0.21338;245.99335;0.20785;245.99335;0.19983
245.05531;0.22204;245.05531;0.21186;245.05531;0.20665;245.05531;0.19912
243.96083;0.22204;243.96083;0.2126;243.96083;0.20655;243.96083;0.19975
243.02261;0.22431;243.02261;0.21436;243.02261;0.20844;243.02261;0.20156
241.92792;0.22918;241.92792;0.21964;241.92792;0.21317;241.92792;0.20588
240.9895;0.23701;240.9895;0.22676;240.9895;0.2199;240.9895;0.21195
240.05103;0.24644;240.05103;0.23598;240.05103;0.22809;240.05103;0.22133
238.95602;0.25972;238.95602;0.24965;238.95602;0.24199;238.95602;0.23485
238.01735;0.27756;238.01735;0.26657;238.01735;0.25795;238.01735;0.24816
236.92213;0.30583;236.92213;0.29155;236.92213;0.28307;236.92213;0.27464
235.98329;0.345;235.98329;0.32841;235.98329;0.31909;235.98329;0.30784
235.04437;0.38555;235.04437;0.36621;235.04437;0.35444;235.04437;0.34275
233.94885;0.44005;233.94885;0.42879;233.94885;0.40489;233.94885;0.396
233.00977;0.49511;233.00977;0.46989;233.00977;0.45464;233.00977;0.44221
232.07059;0.56177;232.07059;0.53536;232.07059;0.51577;232.07059;0.49753
230.97476;0.60712;230.97476;0.5689;230.97476;0.55429;230.97476;0.54247
230.03542;0.61739;230.03542;0.57278;230.03542;0.56088;230.03542;0.53527
228.93941;0.65533;228.93941;0.61416;228.93941;0.57373;228.93941;0.5748
227.99988;0.67158;227.99988;0.64415;227.99988;0.59719;227.99988;0.58476
227.06027;0.6191;227.06027;0.59289;227.06027;0.56788;227.06027;0.57219
225.96397;0.48113;225.96397;0.44599;225.96397;0.4389;225.96397;0.44429
225.0242;0.38798;225.0242;0.34216;225.0242;0.33146;225.0242;0.36422
223.9277;0.34855;223.9277;0.28982;223.9277;0.28791;223.9277;0.31816
222.98776;0.33458;222.98776;0.25947;222.98776;0.25775;222.98776;0.29774
222.04774;0.31369;222.04774;0.26517;222.04774;0.25936;222.04774;0.33037
220.95096;0.34827;220.95096;0.29417;220.95096;0.24724;220.95096;0.3072
220.01079;0.36419;220.01079;0.24648;220.01079;0.22555;220.01079;0.32518
219.07053;0.3405;219.07053;0.26613;219.07053;0.25663;219.07053;0.33678
217.97347;0.27986;217.97347;0.22352;217.97347;0.23797;217.97347;0.24919
217.03304;0.25187;217.03304;0.21241;217.03304;0.20163;217.03304;0.24006
215.93579;0.25797;215.93579;0.22552;215.93579;0.18797;215.93579;0.24775
214.99519;0.28009;214.99519;0.20344;214.99519;0.20678;214.99519;0.26874
214.05455;0.22862;214.05455;0.15454;214.05455;0.18194;214.05455;0.21342
212.95702;0.23362;212.95702;0.19166;212.95702;0.17199;212.95702;0.18538
212.0162;0.23356;212.0162;0.18257;212.0162;0.13035;212.0162;0.23513
211.0753;0.2868;211.0753;0.2037;211.0753;0.18068;211.0753;0.18358
209.97751;0.29504;209.97751;0.16147;209.97751;0.18038;209.97751;0.24381
209.03647;0.24833;209.03647;0.1663;209.03647;0.20867;209.03647;0.18219
207.93849;0.26044;207.93849;0.17637;207.93849;0.24527;207.93849;0.25738
206.99728;0.23539;206.99728;0.15783;206.99728;0.15337;206.99728;0.20194
206.056;0.23202;206.056;0.20207;206.056;0.16707;206.056;0.22086
204.95776;0.29304;204.95776;0.23951;204.95776;0.18235;204.95776;0.23031
204.01634;0.18818;204.01634;0.13467;204.01634;0.15617;204.01634;0.18653
203.07483;0.2532;203.07483;0.18874;203.07483;0.16657;203.07483;0.26198
201.97633;0.31353;201.97633;0.20751;201.97633;0.158;201.97633;0.28702
201.03468;0.2397;201.03468;0.18437;201.03468;0.15061;201.03468;0.23054
199.93523;0.1806;199.93523;0.24959;199.93523;0.15532;199.93523;0.19267
;--;--;--;--;--;--;--
Sample5;--;--;--;--;--;--;--
Sample5;--;--;--;--;--;--;--
Collection Time: 30/9/2015 10:05:02;--;--;--;--;--;--;--
Operator Name  :;--;--;--;--;--;--;--
Scan Software Version: 3.00(339);--;--;--;--;--;--;--
Parameter List :;--;--;--;--;--;--;--
Instrument                        Cary 50;--;--;--;--;--;--;--
Instrument Version                3,00;--;--;--;--;--;--;--
Start (nm)                        800,0;--;--;--;--;--;--;--
Stop (nm)                         200,0;--;--;--;--;--;--;--
X Mode                            Nanometers;--;--;--;--;--;--;--
Y Mode                            Abs;--;--;--;--;--;--;--
UV-Vis Scan Rate (nm/min)         600,00;--;--;--;--;--;--;--
UV-Vis Data Interval (nm)         1,00;--;--;--;--;--;--;--
UV-Vis Ave. Time (sec)            0,1000;--;--;--;--;--;--;--
Beam Mode                         Dual Beam;--;--;--;--;--;--;--
Baseline Correction               On;--;--;--;--;--;--;--
Baseline Type                     Baseline correction;--;--;--;--;--;--;--
Baseline Std Ref File Name;--;--;--;--;--;--;--
Cycle Mode                        Off;--;--;--;--;--;--;--
Accessory                         Cell changer;--;--;--;--;--;--;--
Comments;--;--;--;--;--;--;--
Method Log     :;--;--;--;--;--;--;--
Method Name    :;--;--;--;--;--;--;--
Date/Time stamp: 30/9/2015 09:38:46;--;--;--;--;--;--;--
Method Modifications:;--;--;--;--;--;--;--
UVVIS SAT Changed: 30/9/2015 09:47:01, Old:0,0125, New:0,1000;--;--;--;--;--;--;--
Common SAT Changed: 30/9/2015 09:47:01, Old:0,0125, New:0,1000;--;--;--;--;--;--;--
Common Interval nm Changed: 30/9/2015 09:47:13, Old:     5,00, New:     1,00;--;--;--;--;--;--;--
Baseline Correction Changed: 30/9/2015 09:47:13, Old:0, New:1;--;--;--;--;--;--;--
Cell Changer Changed: 30/9/2015 09:47:13, Old:OFF, New:ON;--;--;--;--;--;--;--
Cell1 Changed: 30/9/2015 09:47:13, Old:ON, New:OFF;--;--;--;--;--;--;--
Cell2 Changed: 30/9/2015 09:47:13, Old:ON, New:OFF;--;--;--;--;--;--;--
Cell3 Changed: 30/9/2015 09:47:13, Old:ON, New:OFF;--;--;--;--;--;--;--
Cell4 Changed: 30/9/2015 09:47:13, Old:ON, New:OFF;--;--;--;--;--;--;--
Cell6 Changed: 30/9/2015 09:47:13, Old:ON, New:OFF;--;--;--;--;--;--;--
End Method Modifications;--;--;--;--;--;--;--
<Current Cell> , 5;--;--;--;--;--;--;--
<Current Wavelength> , 199,9;--;--;--;--;--;--;--
;--;--;--;--;--;--;--
Sample5;--;--;--;--;--;--;--
Sample5;--;--;--;--;--;--;--
Collection Time: 30/9/2015 10:08:13;--;--;--;--;--;--;--
Operator Name  :;--;--;--;--;--;--;--
Scan Software Version: 3.00(339);--;--;--;--;--;--;--
Parameter List :;--;--;--;--;--;--;--
Instrument                        Cary 50;--;--;--;--;--;--;--
Instrument Version                3,00;--;--;--;--;--;--;--
Start (nm)                        800,0;--;--;--;--;--;--;--
Stop (nm)                         200,0;--;--;--;--;--;--;--
X Mode                            Nanometers;--;--;--;--;--;--;--
Y Mode                            Abs;--;--;--;--;--;--;--
UV-Vis Scan Rate (nm/min)         600,00;--;--;--;--;--;--;--
UV-Vis Data Interval (nm)         1,00;--;--;--;--;--;--;--
UV-Vis Ave. Time (sec)            0,1000;--;--;--;--;--;--;--
Beam Mode                         Dual Beam;--;--;--;--;--;--;--
Baseline Correction               On;--;--;--;--;--;--;--
Baseline Type                     Baseline correction;--;--;--;--;--;--;-;--;--;--;--;--;--;--
Baseline Std Ref File Name;--;--;--;--;--;--;--
Cycle Mode                        Off;--;--;--;--;--;--;--
Accessory                         Cell changer;--;--;--;--;--;--;--
Comments;--;--;--;--;--;--;--
